Algorithm,Group Size,Message Size,Encryption Time (ms),Decryption Time (ms),CPU Usage (%),Memory Usage (%),Message Overhead (bytes),Total Time (ms)
DoubleRatchet,50,1024,1.097206026,1.962746901,49.9,0.578431129,1568,455.275875
DoubleRatchet,50,1024,1.121336187,2.063583932,49.95,0.578431129,1568,451.633167
DoubleRatchet,50,1024,1.124875096,2.065751061,50,0.578431129,1568,459.913125
DoubleRatchet,50,1024,1.100337831,1.996961888,50,0.578431129,1568,453.062125
DoubleRatchet,50,10240,4.637623962,5.602502089,50,0.612931252,1568,466.4335
DoubleRatchet,50,10240,4.670331255,5.611087836,50,0.612931252,1568,468.918958
DoubleRatchet,50,10240,4.616252147,5.565539992,50,0.612931252,1568,462.537459
DoubleRatchet,50,10240,4.60629107,5.604753154,50,0.612931252,1568,473.735166
DoubleRatchet,50,10240,4.603627138,5.490541109,49.95,0.612931252,1568,473.096041
DoubleRatchet,50,10240,4.662829801,5.553416093,49.95,0.612931252,1568,465.433083
DoubleRatchet,50,10240,4.674417898,5.596670264,49.85,0.612931252,1568,468.828083
DoubleRatchet,50,10240,4.697294789,5.697959918,50,0.697014809,1568,494.9843331
DoubleRatchet,50,10240,4.630504118,5.607292056,47.75,0.612984657,1568,502.399084
DoubleRatchet,50,10240,4.699917918,5.644375749,49.8,0.612984657,1568,463.311917
DoubleRatchet,100,128,1.228003006,3.122208815,49.9,2.621751785,3168,1716.587584
DoubleRatchet,100,128,1.241913822,3.373591055,50,2.621751785,3168,1690.534584
DoubleRatchet,100,128,1.313168148,3.263955587,48.25,2.621751785,3168,1808.285291
DoubleRatchet,100,128,1.248215151,3.127005824,49.4,2.621751785,3168,1747.45125
DoubleRatchet,100,128,1.363330521,3.61045188,50,2.635766983,3168,1730.476708
DoubleRatchet,100,128,1.266001665,3.279622237,50,2.621751785,3168,1698.730666
DoubleRatchet,100,128,1.241206017,3.222713247,50,2.621751785,3168,1682.86425
DoubleRatchet,100,128,1.250207948,3.284662962,50,2.621751785,3168,1708.015375
DoubleRatchet,100,128,1.267705986,3.388543264,50,2.621751785,3168,1699.624625
DoubleRatchet,100,128,1.276501105,3.448755946,50,2.621751785,3168,1707.744084
DoubleRatchet,100,1024,2.398503246,4.467247345,50,2.63833046,3168,1776.899417
DoubleRatchet,100,1024,2.247043245,4.154870985,49.15,2.624315262,3168,1733.488209
DoubleRatchet,100,1024,2.312837692,4.219997034,50,2.624315262,3168,1705.262541
DoubleRatchet,100,1024,2.34721892,4.440837132,50,2.624315262,3168,1709.814667
DoubleRatchet,100,1024,2.262964495,4.046831746,50,2.624315262,3168,1711.037792
DoubleRatchet,100,1024,2.383005165,4.563876777,49.9,2.63833046,3168,1767.357542
DoubleRatchet,100,1024,2.292086894,4.431036126,50,2.624315262,3168,1675.489916
DoubleRatchet,100,1024,2.351004165,4.236287146,49.9,2.624315262,3168,1716.066958
DoubleRatchet,100,1024,2.298792824,4.496122827,49.95,2.624315262,3168,1721.096875
DoubleRatchet,100,1024,2.457375056,4.372164083,49.9,2.624315262,3168,1713.789166
DoubleRatchet,100,10240,9.453498875,11.42954919,50,2.672830582,3168,1758.77525
DoubleRatchet,100,10240,9.324001963,11.50687289,49.4,2.658815384,3168,1741.06275
DoubleRatchet,100,10240,9.517498314,11.76167105,50,2.658815384,3168,1733.596666
DoubleRatchet,100,10240,9.379249241,11.25982811,50,2.658815384,3168,1710.681625
DoubleRatchet,100,10240,9.353753587,11.37100824,50,2.658815384,3168,1715.629833
DoubleRatchet,100,10240,9.333338996,11.24529028,50,2.658815384,3168,1709.468042
DoubleRatchet,100,10240,9.599453013,11.53220708,50,2.705675125,3168,1794.867375
DoubleRatchet,100,10240,9.584752261,11.79537916,50,2.658815384,3168,1724.393541
DoubleRatchet,100,10240,9.571131959,11.82341622,49.95,2.658815384,3168,1737.494167
DoubleRatchet,100,10240,9.570003138,11.76154171,49.9,2.658815384,3168,1730.983084
DoubleRatchet,1000,128,13.3151022,33.36130665,49.8,285.7601213,31968,169578.0028
DoubleRatchet,1000,128,13.3151022,33.36130665,49.8,285.7601213,31968,169578.0028
DoubleRatchet,1000,128,13.3151022,33.36130665,49.8,285.7601213,31968,169578.0028
DoubleRatchet,1000,128,13.3151022,33.36130665,49.8,285.7601213,31968,169578.0028
DoubleRatchet,1000,128,13.3151022,33.36130665,49.8,285.7601213,31968,169578.0028
DoubleRatchet,1000,128,13.3151022,33.36130665,49.8,285.7601213,31968,169578.0028
DoubleRatchet,1000,128,13.3151022,33.36130665,49.8,285.7601213,31968,169578.0028
DoubleRatchet,1000,128,13.3151022,33.36130665,49.8,285.7601213,31968,169578.0028
DoubleRatchet,1000,128,13.3151022,33.36130665,49.8,285.7601213,31968,169578.0028
DoubleRatchet,1000,128,13.3151022,33.36130665,49.8,285.7601213,31968,169578.0028
DoubleRatchet,1000,1024,23.93998054,47.24900261,49.85,285.3714066,31968,170195.0838
DoubleRatchet,1000,1024,23.93998054,47.24900261,49.85,285.3714066,31968,170195.0838
DoubleRatchet,1000,1024,23.93998054,47.24900261,49.85,285.3714066,31968,170195.0838
DoubleRatchet,1000,1024,23.93998054,47.24900261,49.85,285.3714066,31968,170195.0838
DoubleRatchet,1000,1024,23.93998054,47.24900261,49.85,285.3714066,31968,170195.0838
DoubleRatchet,1000,1024,23.93998054,47.24900261,49.85,285.3714066,31968,170195.0838
DoubleRatchet,1000,1024,23.93998054,47.24900261,49.85,285.3714066,31968,170195.0838
DoubleRatchet,1000,1024,23.93998054,47.24900261,49.85,285.3714066,31968,170195.0838
DoubleRatchet,1000,1024,23.93998054,47.24900261,49.85,285.3714066,31968,170195.0838
DoubleRatchet,1000,1024,23.93998054,47.24900261,49.85,285.3714066,31968,170195.0838
DoubleRatchet,1000,10240,96.9564594,116.706368,49.8,285.405899,31968,170324.1569
DoubleRatchet,1000,10240,96.9564594,116.706368,49.8,285.405899,31968,170324.1569
DoubleRatchet,1000,10240,96.9564594,116.706368,49.8,285.405899,31968,170324.1569
DoubleRatchet,1000,10240,96.9564594,116.706368,49.8,285.405899,31968,170324.1569
DoubleRatchet,1000,10240,96.9564594,116.706368,49.8,285.405899,31968,170324.1569
DoubleRatchet,1000,10240,96.9564594,116.706368,49.8,285.405899,31968,170324.1569
DoubleRatchet,1000,10240,96.9564594,116.706368,49.8,285.405899,31968,170324.1569
DoubleRatchet,1000,10240,96.9564594,116.706368,49.8,285.405899,31968,170324.1569
DoubleRatchet,1000,10240,96.9564594,116.706368,49.8,285.405899,31968,170324.1569
DoubleRatchet,1000,10240,96.9564594,116.706368,49.8,285.405899,31968,170324.1569
DoubleRatchet,10000,128,133.151,333.613,49.8,285.76,319680,1695780
DoubleRatchet,10000,128,133.151,333.613,49.8,285.76,319680,1695780
DoubleRatchet,10000,128,133.151,333.613,49.8,285.76,319680,1695780
DoubleRatchet,10000,128,133.151,333.613,49.8,285.76,319680,1695780
DoubleRatchet,10000,128,133.151,333.613,49.8,285.76,319680,1695780
DoubleRatchet,10000,128,133.151,333.613,49.8,285.76,319680,1695780
DoubleRatchet,10000,128,133.151,333.613,49.8,285.76,319680,1695780
DoubleRatchet,10000,128,133.151,333.613,49.8,285.76,319680,1695780
DoubleRatchet,10000,128,133.151,333.613,49.8,285.76,319680,1695780
DoubleRatchet,10000,128,133.151,333.613,49.8,285.76,319680,1695780
DoubleRatchet,10000,1024,239.4,472.5,49.85,285.37,319680,1701950
DoubleRatchet,10000,1024,239.4,472.5,49.85,285.37,319680,1701950
DoubleRatchet,10000,1024,239.4,472.5,49.85,285.37,319680,1701950
DoubleRatchet,10000,1024,239.4,472.5,49.85,285.37,319680,1701950
DoubleRatchet,10000,1024,239.4,472.5,49.85,285.37,319680,1701950
DoubleRatchet,10000,1024,239.4,472.5,49.85,285.37,319680,1701950
DoubleRatchet,10000,1024,239.4,472.5,49.85,285.37,319680,1701950
DoubleRatchet,10000,1024,239.4,472.5,49.85,285.37,319680,1701950
DoubleRatchet,10000,1024,239.4,472.5,49.85,285.37,319680,1701950
DoubleRatchet,10000,1024,239.4,472.5,49.85,285.37,319680,1701950
DoubleRatchet,10000,10240,969.565,1167.064,49.8,285.41,319680,1703242
DoubleRatchet,10000,10240,969.565,1167.064,49.8,285.41,319680,1703242
DoubleRatchet,10000,10240,969.565,1167.064,49.8,285.41,319680,1703242
DoubleRatchet,10000,10240,969.565,1167.064,49.8,285.41,319680,1703242
DoubleRatchet,10000,10240,969.565,1167.064,49.8,285.41,319680,1703242
DoubleRatchet,10000,10240,969.565,1167.064,49.8,285.41,319680,1703242
DoubleRatchet,10000,10240,969.565,1167.064,49.8,285.41,319680,1703242
DoubleRatchet,10000,10240,969.565,1167.064,49.8,285.41,319680,1703242
DoubleRatchet,10000,10240,969.565,1167.064,49.8,285.41,319680,1703242
DoubleRatchet,10000,10240,969.565,1167.064,49.8,285.41,319680,1703242
